EVENT_ID_NO,PALABRA_LIMPIA,PALABRA_ORIGINAL,POSICION,SENTIMIENTO_PALABRA,INTENSIFICADOR,Negadores,ADM,ROMPEDOR_F,row_result
F10154184468141217_10154184886256217no,TOTAL,total,9.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184468141217_10154184886256217no,Y,y,10.0,0.0,0.0,0.0,0.0,1.0,0.0
F10154184468141217_10154184886256217no,MÁS,más,11.0,0.0,1.5,0.0,0.0,0.0,0.0
F10154184468141217_10154184886256217no,EN,en,12.0,0.0,1.5,0.0,0.0,0.0,0.0
F10154184468141217_10154184886256217no,GALERÍAS,galerías,13.0,0.0,1.5,0.0,0.0,0.0,0.0
F10154184468141217_10154184886256217no,COAPA,coapa,14.0,0.0,1.5,0.0,0.0,0.0,0.0
T748939055451115520no,OJO,OJO!,0.0,0.0,0.0,0.0,2.0,0.0,0.0
T748939055451115520no,@CHILISMEXICO,@CHILISMEXICO,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,GALERÍAS,galerías,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,QUERÉTARO,"Querétaro,",3.0,0.0,0.0,0.0,0.0,1.0,0.0
T748939055451115520no,ESTÁ,está,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,ROBANDO,robando,5.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748939055451115520no,DINERO,dinero,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,POR,por,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,MEDIO,medio,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,DEL,del,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,COBRO,cobro,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,POR,por,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,TARJETA,"tarjeta,",12.0,0.0,0.0,0.0,0.0,1.0,0.0
T748939055451115520no,LA,la,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,PASAN,pasan,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,VARIAS,varias,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,VECES,veces,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,Y,y,17.0,0.0,0.0,0.0,0.0,1.0,0.0
T748939055451115520no,COBRAN,cobran,18.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,TODAS,todas,19.0,0.0,0.0,0.0,0.0,0.0,0.0
T748939055451115520no,#MÉXICO,#méxico,20.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,@CHILISMEXICO,@CHILISMEXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,GALERÍAS,galerías,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,QUERÉTARO,"Querétaro,",2.0,0.0,0.0,0.0,0.0,1.0,0.0
T748938991001481216no,ESTÁ,está,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,ROBANDO,robando,4.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748938991001481216no,DINERO,dinero,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,POR,por,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,MEDIO,medio,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,DEL,del,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,COBRO,cobro,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,POR,por,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,TARJETA,"tarjeta,",11.0,0.0,0.0,0.0,0.0,1.0,0.0
T748938991001481216no,LA,la,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,PASAN,pasan,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,VARIAS,varias,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,VECES,veces,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,Y,y,16.0,0.0,0.0,0.0,0.0,1.0,0.0
T748938991001481216no,COBRAN,cobran,17.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,TODAS,todas,18.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938991001481216no,#CONFIESOQUE,#ConfiesoQue,19.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,OJO,OJO!!,0.0,0.0,0.0,0.0,2.0,0.0,0.0
F10154182492186217_10154184884496217no,@PROFECO,"@Profeco,",1.0,0.0,0.0,0.0,0.0,1.0,0.0
F10154182492186217_10154184884496217no,@CHILISMEXICO,@CHILISMEXICO,2.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,GALERÍAS,galerías,3.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,QUERÉTARO,"Querétaro,",4.0,0.0,0.0,0.0,0.0,1.0,0.0
F10154182492186217_10154184884496217no,ESTÁ,está,5.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,ROBANDO,robando,6.0,-1.0,0.0,0.0,0.0,0.0,-1.0
F10154182492186217_10154184884496217no,DINERO,dinero,7.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,POR,por,8.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,MEDIO,medio,9.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,DEL,del,10.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,COBRO,cobro,11.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,POR,por,12.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,TARJETA,"tarjeta,",13.0,0.0,0.0,0.0,0.0,1.0,0.0
F10154182492186217_10154184884496217no,LA,la,14.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,PASAN,pasan,15.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,VARIAS,varias,16.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,VECES,veces,17.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,Y,y,18.0,0.0,0.0,0.0,0.0,1.0,0.0
F10154182492186217_10154184884496217no,COBRAN,cobran,19.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154182492186217_10154184884496217no,TODAS,todas,20.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136233306422373no,NO,No,0.0,0.0,0.0,-1.0,2.0,0.0,0.0
F1136202239758813_1136233306422373no,PORQUE,porque,1.0,0.0,0.0,-1.0,2.0,0.0,0.0
F1136202239758813_1136233306422373no,,,2.0,0.0,0.0,-1.0,2.0,0.0,0.0
F1136202239758813_1136233306422373no,ASALTAN,asaltan!!!!!.,3.0,-1.0,0.0,-1.0,2.0,1.0,2.0
T748938738730803200no,RT,RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938738730803200no,@EOLOPACHECO:,@eolopacheco:,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938738730803200no,ASESINATO,Asesinato,2.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748938738730803200no,DE,de,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938738730803200no,MUJER,mujer,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938738730803200no,CHEF,Chef,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938738730803200no,AYER,ayer,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938738730803200no,FRENTE,frente,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938738730803200no,A,a,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938738730803200no,GALERÍAS,Galerías,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938738730803200no,CUERNAVACA,Cuernavaca,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748938738730803200no,NO,NO,11.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748938738730803200no,ESTÁ,está,12.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748938738730803200no,RELACIONADA,relacionada,13.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748938738730803200no,CON,con,14.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748938738730803200no,DELINCUENCIA:,delincuencia:,15.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748938738730803200no,MATÍAS,Matías,16.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748938738730803200no,QUIROZ;,Quiroz;,17.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748938738730803200no,LA,la,18.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748938738730803200no,EJECUTAR…,ejecutar…,19.0,0.0,0.0,-1.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,@LIVERPOOLMEXICO,@liverpoolmexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,DE,de,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,CASUALIDAD,casualidad,2.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,SABRAN,sabran,3.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,COMO,como,4.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,PARA,para,5.0,0.0,0.0,0.0,0.0,1.0,0.0
F10154184643476217_10154184855281217no,CUANDO,cuando,6.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,ESTARA,estara,7.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,MI,mi,8.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,PEDIDO,pedido,9.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,0390491889,"0390491889,",10.0,0.0,0.0,0.0,0.0,1.0,0.0
F10154184643476217_10154184855281217no,ME,me,11.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,URGE,urge,12.0,-1.0,0.0,0.0,0.0,0.0,-1.0
F10154184643476217_10154184855281217no,UN,un,13.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184855281217no,POQUITO,poquito,14.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,ASESINATO,Asesinato,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
F1136202239758813_1136223446423359no,DE,de,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,MUJER,mujer,2.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,CHEF,Chef,3.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,AYER,ayer,4.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,FRENTE,frente,5.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,A,a,6.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,GALERÍAS,Galerías,7.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,CUERNAVACA,Cuernavaca,8.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,NO,NO,9.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,ESTÁ,está,10.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,RELACIONADA,relacionada,11.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,CON,con,12.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,DELINCUENCIA:,delincuencia:,13.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,MATÍAS,Matías,14.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,QUIROZ;,Quiroz;,15.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,LA,la,16.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,EJECUTARON,ejecutaron,17.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,DE,de,18.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,17,17,19.0,0.0,0.0,-1.0,0.0,0.0,0.0
F1136202239758813_1136223446423359no,BALAZOS,balazos,20.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748934028229644288no,MAÑANA,Mañana,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748934028229644288no,ESTAREMOS,estaremos,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748934028229644288no,A,a,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748934028229644288no,LAS,las,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748934028229644288no,5PM,5pm,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748934028229644288no,EN,en,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748934028229644288no,#GALERÍASINSURGENTES,#GaleríasInsurgentes,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748934028229644288no,NO,¡No,7.0,0.0,0.0,-1.0,2.0,1.0,0.0
T748934028229644288no,TE,te,8.0,0.0,0.0,-1.0,2.0,0.0,0.0
T748934028229644288no,LO,lo,9.0,0.0,0.0,-1.0,2.0,0.0,0.0
T748934028229644288no,PUEDES,puedes,10.0,0.0,0.0,-1.0,2.0,0.0,0.0
T748934028229644288no,PERDER,perder!,11.0,-0.5,0.0,-1.0,2.0,0.0,1.0
T748933629292666880no,RT,RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,@GATO_SAMM:,@Gato_Samm:,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,#CUERNAVACA,#Cuernavaca,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,NOS,nos,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,INFORMAN,informan,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,QUE,que,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,UNO,uno,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,DE,de,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,LOS,los,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,DOS,dos,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,HERIDOS,heridos,10.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748933629292666880no,EN,en,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,GALERÍAS,Galerías,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,ES,es,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,MUJER,mujer,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,Y,y,15.0,0.0,0.0,0.0,0.0,1.0,0.0
T748933629292666880no,ACABA,acaba,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,DE,de,17.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,FALLECER,fallecer.,18.0,0.0,0.0,0.0,0.0,1.0,0.0
T748933629292666880no,ESTAMOS,Estamos,19.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,LLEGANDO,llegando,20.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,AL,al,21.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,HOSPITAL,hospital,22.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933629292666880no,P…,p…,23.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,@LOPEZDORIGA,@lopezdoriga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,JOAQUÍN,Joaquín,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,RESEÑEN,reseñen,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,EL,el,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,HOMICIDIO,homicidio,4.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748933594106589188no,QUE,que,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,OCURRIÓ,ocurrió,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,HOY,hoy,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,FRENTE,frente,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,A,a,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,GALERÍAS,Galerías,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,CUERNAVACA,"Cuernavaca,",11.0,0.0,0.0,0.0,0.0,1.0,0.0
T748933594106589188no,BALANCEARON,balancearon,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,A,a,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,2,2,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,EMPRESARIOS,"empresarios,",15.0,0.0,0.0,0.0,0.0,1.0,0.0
T748933594106589188no,LA,la,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,MUJER,mujer,17.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,CHEF,Chef,18.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933594106589188no,RECONOCID,reconocid,19.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933234709245952no,URGE,Urge,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748933234709245952no,UNA,una,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933234709245952no,VENTA,venta,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933234709245952no,NOCTURNA,nocturna,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748933234709245952no,,.,4.0,0.0,0.0,0.0,0.0,1.0,0.0
T748932632713371649no,RT,RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,@CARLOSCUERNA:,@CarlosCuerna:,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,EN,En,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,GALERIAS,Galerias,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,CUERNAVACA,Cuernavaca,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,LA,la,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,GENTE,gente,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,SIGUE,sigue,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,HABLANDO,hablando,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,DE,de,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,HECHOS,hechos,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,VIOLENTOS,violentos,11.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748932632713371649no,DE,de,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,HOY,hoy,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,POR,por,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,LO,lo,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,MAÑANA,mañana,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,AQUÍ,aquí,17.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,EN,en,18.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,LA,la,19.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,CALLE,calle,20.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,DE,de,21.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,ACCESO,acceso,22.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932632713371649no,HTTPS:…,https:…,23.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,RT,RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,@CIRCULO_DEPODER:,@circulo_depoder:,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,EXTRA,Extra,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,OFICIALMENTE,oficialmente,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,SE,se,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,INFORMA,informa,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,QUE,que,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,SON,son,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,EMPRESARIOS,empresarios,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,LOS,los,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,HERIDOS,heridos,10.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748932587914080256no,DE,de,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,LA,la,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,BALACERA,balacera,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,,,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,#GALERIAS,#Galerias,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,#CUERNAVACAFOTO:,#CuernavacaFoto:,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,ZONACENTRO,ZonaCentro,17.0,0.0,0.0,0.0,0.0,0.0,0.0
T748932587914080256no,H…,h…,18.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184798211217no,QUE,¡Que,0.0,0.0,0.0,0.0,2.0,1.0,0.0
F10154184643476217_10154184798211217no,TAL,tal,1.0,0.0,0.0,0.0,2.0,0.0,0.0
F10154184643476217_10154184798211217no,BRENDA,Brenda,2.0,0.0,0.0,0.0,2.0,0.0,0.0
F10154184643476217_10154184798211217no,GALI,Gali!,3.0,0.0,0.0,0.0,2.0,0.0,0.0
F10154184643476217_10154184798211217no,CANALIZAREMOS,Canalizaremos,4.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184798211217no,TUS,tus,5.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184798211217no,COMENTARIOS,comentarios,6.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184798211217no,AL,al,7.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184798211217no,ÁREA,área,8.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184798211217no,CORRESPONDIENTE,correspondiente,9.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154184798211217no,PARA,para,10.0,0.0,0.0,0.0,2.0,1.0,0.0
F10154184643476217_10154184798211217no,QUE,que,11.0,0.0,0.0,0.0,2.0,0.0,0.0
F10154184643476217_10154184798211217no,SEAN,sean,12.0,0.0,0.0,0.0,2.0,0.0,0.0
F10154184643476217_10154184798211217no,TOMADOS,tomados,13.0,-1.0,0.0,0.0,2.0,0.0,-2.0
F10154184643476217_10154184798211217no,EN,en,14.0,0.0,0.0,0.0,2.0,0.0,0.0
F10154184643476217_10154184798211217no,CUENTA,cuenta,15.0,0.0,0.0,0.0,2.0,0.0,0.0
F10154184643476217_10154184798211217no,SALUDOS,¡Saludos!.,16.0,0.0,0.0,0.0,2.0,1.0,0.0
T748930609251127296no,RT,RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,@EXTRAMORELOS:,@ExtraMorelos:,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,ES,Es,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,UN,un,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,HOMBRE,hombre,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,Y,y,5.0,0.0,0.0,0.0,0.0,1.0,0.0
T748930609251127296no,UNA,una,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,MUJER,mujer,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,LOS,los,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,HERIDOS,heridos,9.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748930609251127296no,POR,por,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,BALACERA,balacera,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,AFUERA,afuera,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,DE,de,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,PLAZA,Plaza,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,GALERÍAS,Galerías,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,DE,de,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,#CUERNAVACA;,#Cuernavaca;,17.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,SICARIOS,sicarios,18.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,HUYERON,huyeron,19.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,EN,en,20.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,MOTO,moto,21.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930609251127296no,HTTPS…,https…,22.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930550501605376no,RT,RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930550501605376no,@EOLOPACHECO:,@eolopacheco:,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930550501605376no,EMPRESARIOS,Empresarios,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930550501605376no,VIAJABA,viajaba,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930550501605376no,EN,en,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930550501605376no,CAMIONETA,"camioneta,",5.0,0.0,0.0,0.0,0.0,1.0,0.0
T748930550501605376no,SUJETOS,sujetos,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930550501605376no,EN,en,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930550501605376no,MOTOCICLETA,motocicleta,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930550501605376no,LES,les,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748930550501605376no,DISPARAN,disparan,10.0,0.0,0.0,0.0,0.0,0.0,0.0
